NAICS_TITLE,OCC_TITLE,TOT_EMP,A_MEAN,year
General Medical and Surgical Hospitals,Carpenters,2060,56730,2018-05-01
General Medical and Surgical Hospitals,Construction Laborers,100,54710,2018-05-01
General Medical and Surgical Hospitals,Electricians,2810,62700,2018-05-01
General Medical and Surgical Hospitals,Painters and Paperhangers,2010,49500,2018-05-01
General Medical and Surgical Hospitals,"Painters, Construction and Maintenance",2010,49500,2018-05-01
General Medical and Surgical Hospitals,"Pipelayers, Plumbers, Pipefitters, and Steamfitters",1640,60670,2018-05-01
General Medical and Surgical Hospitals,"Plumbers, Pipefitters, and Steamfitters",1640,60670,2018-05-01
General Medical and Surgical Hospitals,Plasterers and Stucco Masons,50,61560,2018-05-01
General Medical and Surgical Hospitals,"Helpers, Construction Trades",50,41340,2018-05-01
General Medical and Surgical Hospitals,Other Construction and Related Workers,150,42660,2018-05-01
General Medical and Surgical Hospitals,Hazardous Materials Removal Workers,110,36970,2018-05-01
General Medical and Surgical Hospitals,Miscellaneous Construction and Related Workers,40,58760,2018-05-01
General Medical and Surgical Hospitals,"Installation, Maintenance, and Repair Occupations",39870,51640,2018-05-01
General Medical and Surgical Hospitals,"Supervisors of Installation, Maintenance, and Repair Workers",3630,71690,2018-05-01
General Medical and Surgical Hospitals,"First-Line Supervisors of Mechanics, Installers, and Repairers",3630,71690,2018-05-01
General Medical and Surgical Hospitals,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",620,56520,2018-05-01
General Medical and Surgical Hospitals,"Computer, Automated Teller, and Office Machine Repairers",70,43860,2018-05-01
General Medical and Surgical Hospitals,Radio and Telecommunications Equipment Installers and Repairers,330,58270,2018-05-01
General Medical and Surgical Hospitals,"Telecommunications Equipment Installers and Repairers, Except Line Installers",320,58010,2018-05-01
General Medical and Surgical Hospitals,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",230,57600,2018-05-01
General Medical and Surgical Hospitals,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",140,56080,2018-05-01
General Medical and Surgical Hospitals,Security and Fire Alarm Systems Installers,80,60530,2018-05-01
General Medical and Surgical Hospitals,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",340,51380,2018-05-01
General Medical and Surgical Hospitals,Aircraft Mechanics and Service Technicians,50,69480,2018-05-01
General Medical and Surgical Hospitals,Automotive Technicians and Repairers,240,49110,2018-05-01
General Medical and Surgical Hospitals,Automotive Service Technicians and Mechanics,240,49110,2018-05-01
General Medical and Surgical Hospitals,Bus and Truck Mechanics and Diesel Engine Specialists,50,45890,2018-05-01
General Medical and Surgical Hospitals,"Other Installation, Maintenance, and Repair Occupations",35280,49490,2018-05-01
General Medical and Surgical Hospitals,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",3000,58760,2018-05-01
General Medical and Surgical Hospitals,"Industrial Machinery Installation, Repair, and Maintenance Workers",340,50920,2018-05-01
General Medical and Surgical Hospitals,Industrial Machinery Mechanics,200,51530,2018-05-01
General Medical and Surgical Hospitals,"Maintenance Workers, Machinery",130,49370,2018-05-01
General Medical and Surgical Hospitals,Line Installers and Repairers,50,55380,2018-05-01
General Medical and Surgical Hospitals,Telecommunications Line Installers and Repairers,40,55530,2018-05-01
General Medical and Surgical Hospitals,Precision Instrument and Equipment Repairers,6080,57850,2018-05-01
General Medical and Surgical Hospitals,Camera and Photographic Equipment Repairers,50,49250,2018-05-01
General Medical and Surgical Hospitals,Medical Equipment Repairers,6020,57930,2018-05-01
General Medical and Surgical Hospitals,"Maintenance and Repair Workers, General",25220,46430,2018-05-01
General Medical and Surgical Hospitals,"Miscellaneous Installation, Maintenance, and Repair Workers",580,46040,2018-05-01
General Medical and Surgical Hospitals,"Coin, Vending, and Amusement Machine Servicers and Repairers",40,28560,2018-05-01
General Medical and Surgical Hospitals,Locksmiths and Safe Repairers,240,55400,2018-05-01
General Medical and Surgical Hospitals,"Helpers--Installation, Maintenance, and Repair Workers",200,37160,2018-05-01
General Medical and Surgical Hospitals,"Installation, Maintenance, and Repair Workers, All Other",100,48150,2018-05-01
General Medical and Surgical Hospitals,Production Occupations,12440,45010,2018-05-01
General Medical and Surgical Hospitals,Supervisors of Production Workers,550,64020,2018-05-01
General Medical and Surgical Hospitals,First-Line Supervisors of Production and Operating Workers,550,64020,2018-05-01
General Medical and Surgical Hospitals,Food Processing Workers,210,32890,2018-05-01
General Medical and Surgical Hospitals,Bakers,200,33080,2018-05-01
General Medical and Surgical Hospitals,Metal Workers and Plastic Workers,NA,51100,2018-05-01
General Medical and Surgical Hospitals,Machinists,NA,51290,2018-05-01
General Medical and Surgical Hospitals,Printing Workers,240,40700,2018-05-01
General Medical and Surgical Hospitals,Prepress Technicians and Workers,NA,40040,2018-05-01
General Medical and Surgical Hospitals,Printing Press Operators,190,40970,2018-05-01
General Medical and Surgical Hospitals,"Textile, Apparel, and Furnishings Workers",6040,28900,2018-05-01
General Medical and Surgical Hospitals,Laundry and Dry-Cleaning Workers,6000,28870,2018-05-01
General Medical and Surgical Hospitals,Plant and System Operators,4510,65480,2018-05-01
General Medical and Surgical Hospitals,"Power Plant Operators, Distributors, and Dispatchers",360,61980,2018-05-01
General Medical and Surgical Hospitals,Power Plant Operators,350,63180,2018-05-01
General Medical and Surgical Hospitals,Stationary Engineers and Boiler Operators,4070,65940,2018-05-01
General Medical and Surgical Hospitals,Miscellaneous Plant and System Operators,60,56940,2018-05-01
General Medical and Surgical Hospitals,"Plant and System Operators, All Other",60,56940,2018-05-01
General Medical and Surgical Hospitals,Other Production Occupations,790,41710,2018-05-01
General Medical and Surgical Hospitals,"Inspectors, Testers, Sorters, Samplers, and Weighers",130,40620,2018-05-01
General Medical and Surgical Hospitals,"Medical, Dental, and Ophthalmic Laboratory Technicians",590,42190,2018-05-01
General Medical and Surgical Hospitals,Medical Appliance Technicians,560,41960,2018-05-01
General Medical and Surgical Hospitals,Miscellaneous Production Workers,40,36960,2018-05-01
General Medical and Surgical Hospitals,"Production Workers, All Other",30,38750,2018-05-01
General Medical and Surgical Hospitals,Transportation and Material Moving Occupations,10410,33930,2018-05-01
General Medical and Surgical Hospitals,Supervisors of Transportation and Material Moving Workers,590,56450,2018-05-01
General Medical and Surgical Hospitals,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",590,56450,2018-05-01
General Medical and Surgical Hospitals,Air Transportation Workers,160,88350,2018-05-01
General Medical and Surgical Hospitals,Aircraft Pilots and Flight Engineers,160,87990,2018-05-01
General Medical and Surgical Hospitals,Commercial Pilots,150,88180,2018-05-01
General Medical and Surgical Hospitals,Motor Vehicle Operators,5010,31990,2018-05-01
General Medical and Surgical Hospitals,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",1110,29370,2018-05-01
General Medical and Surgical Hospitals,Bus Drivers,230,31990,2018-05-01
General Medical and Surgical Hospitals,"Bus Drivers, Transit and Intercity",60,31110,2018-05-01
General Medical and Surgical Hospitals,"Bus Drivers, School or Special Client",170,32320,2018-05-01
General Medical and Surgical Hospitals,Driver/Sales Workers and Truck Drivers,870,36300,2018-05-01
General Medical and Surgical Hospitals,Heavy and Tractor-Trailer Truck Drivers,110,41520,2018-05-01
General Medical and Surgical Hospitals,Light Truck or Delivery Services Drivers,750,35550,2018-05-01
General Medical and Surgical Hospitals,Taxi Drivers and Chauffeurs,2630,31250,2018-05-01
General Medical and Surgical Hospitals,Miscellaneous Motor Vehicle Operators,180,38150,2018-05-01
General Medical and Surgical Hospitals,"Motor Vehicle Operators, All Other",180,38150,2018-05-01
General Medical and Surgical Hospitals,Other Transportation Workers,1830,27580,2018-05-01
General Medical and Surgical Hospitals,Parking Lot Attendants,1760,27510,2018-05-01
General Medical and Surgical Hospitals,Miscellaneous Transportation Workers,60,28630,2018-05-01
General Medical and Surgical Hospitals,"Transportation Workers, All Other",60,28630,2018-05-01
General Medical and Surgical Hospitals,Material Moving Workers,2830,33820,2018-05-01
General Medical and Surgical Hospitals,Industrial Truck and Tractor Operators,60,NA,2018-05-01
General Medical and Surgical Hospitals,"Laborers and Material Movers, Hand",2680,33510,2018-05-01
General Medical and Surgical Hospitals,Cleaners of Vehicles and Equipment,60,31900,2018-05-01
General Medical and Surgical Hospitals,"Laborers and Freight, Stock, and Material Movers, Hand",2600,33600,2018-05-01
General Medical and Surgical Hospitals,Refuse and Recyclable Material Collectors,60,38950,2018-05-01
General Medical and Surgical Hospitals,Miscellaneous Material Moving Workers,30,NA,2018-05-01
General Medical and Surgical Hospitals,"Material Moving Workers, All Other",30,NA,2018-05-01
Specialty (except Psychiatric and Substance Abuse) Hospitals,"Special Education Teachers, Secondary School",NA,56560,2018-05-01
Specialty (except Psychiatric and Substance Abuse) Hospitals,"Special Education Teachers, All Other",30,57270,2018-05-01
General Medical and Surgical Hospitals,Industry Total,4435040,58240,2013-05-01
General Medical and Surgical Hospitals,Management Occupations,165370,111770,2013-05-01
General Medical and Surgical Hospitals,Top Executives,15480,149510,2013-05-01
General Medical and Surgical Hospitals,Chief Executives,3970,209240,2013-05-01
General Medical and Surgical Hospitals,General and Operations Managers,11520,128920,2013-05-01
General Medical and Surgical Hospitals,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",2940,111230,2013-05-01
General Medical and Surgical Hospitals,Advertising and Promotions Managers,50,105770,2013-05-01
General Medical and Surgical Hospitals,Marketing and Sales Managers,1420,113150,2013-05-01
General Medical and Surgical Hospitals,Marketing Managers,1300,112720,2013-05-01
General Medical and Surgical Hospitals,Sales Managers,120,117850,2013-05-01
General Medical and Surgical Hospitals,Public Relations and Fundraising Managers,1470,109570,2013-05-01
General Medical and Surgical Hospitals,Operations Specialties Managers,34750,108580,2013-05-01
General Medical and Surgical Hospitals,Administrative Services Managers,11880,94220,2013-05-01
General Medical and Surgical Hospitals,Computer and Information Systems Managers,5400,118500,2013-05-01
General Medical and Surgical Hospitals,Financial Managers,9990,120750,2013-05-01
General Medical and Surgical Hospitals,Industrial Production Managers,60,96510,2013-05-01
General Medical and Surgical Hospitals,Purchasing Managers,1340,101270,2013-05-01
General Medical and Surgical Hospitals,"Transportation, Storage, and Distribution Managers",290,95930,2013-05-01
General Medical and Surgical Hospitals,Compensation and Benefits Managers,680,112450,2013-05-01
General Medical and Surgical Hospitals,Human Resources Managers,3810,110160,2013-05-01
General Medical and Surgical Hospitals,Training and Development Managers,1310,109250,2013-05-01
General Medical and Surgical Hospitals,Other Management Occupations,112190,107560,2013-05-01
General Medical and Surgical Hospitals,Construction Managers,450,108690,2013-05-01
General Medical and Surgical Hospitals,Education Administrators,750,104090,2013-05-01
General Medical and Surgical Hospitals,"Education Administrators, Preschool and Childcare Center/Program",120,59020,2013-05-01
General Medical and Surgical Hospitals,"Education Administrators, Postsecondary",210,118870,2013-05-01
General Medical and Surgical Hospitals,"Education Administrators, All Other",410,109890,2013-05-01
General Medical and Surgical Hospitals,Architectural and Engineering Managers,260,113160,2013-05-01
General Medical and Surgical Hospitals,Food Service Managers,1270,73780,2013-05-01
General Medical and Surgical Hospitals,Lodging Managers,100,75580,2013-05-01
General Medical and Surgical Hospitals,Medical and Health Services Managers,97070,109210,2013-05-01
General Medical and Surgical Hospitals,Natural Sciences Managers,630,107020,2013-05-01
General Medical and Surgical Hospitals,"Property, Real Estate, and Community Association Managers",230,96710,2013-05-01
General Medical and Surgical Hospitals,Social and Community Service Managers,2210,80980,2013-05-01
General Medical and Surgical Hospitals,Emergency Management Directors,780,76610,2013-05-01
General Medical and Surgical Hospitals,Miscellaneous Managers,8450,104370,2013-05-01
General Medical and Surgical Hospitals,"Managers, All Other",8450,104370,2013-05-01
General Medical and Surgical Hospitals,Business and Financial Operations Occupations,88190,63450,2013-05-01
General Medical and Surgical Hospitals,Business Operations Specialists,65210,63780,2013-05-01
General Medical and Surgical Hospitals,Buyers and Purchasing Agents,7430,52480,2013-05-01
General Medical and Surgical Hospitals,"Buyers and Purchasing Agents, Farm Products",30,53540,2013-05-01
General Medical and Surgical Hospitals,"Wholesale and Retail Buyers, Except Farm Products",370,47120,2013-05-01
General Medical and Surgical Hospitals,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",7030,52760,2013-05-01
General Medical and Surgical Hospitals,"Claims Adjusters, Appraisers, Examiners, and Investigators",430,59380,2013-05-01
General Medical and Surgical Hospitals,"Claims Adjusters, Examiners, and Investigators",430,59380,2013-05-01
General Medical and Surgical Hospitals,Compliance Officers,4510,71160,2013-05-01
General Medical and Surgical Hospitals,Cost Estimators,60,73030,2013-05-01
General Medical and Surgical Hospitals,Human Resources Workers,13200,58390,2013-05-01
General Medical and Surgical Hospitals,Human Resources Specialists,12450,57680,2013-05-01
General Medical and Surgical Hospitals,Labor Relations Specialists,740,70270,2013-05-01
General Medical and Surgical Hospitals,Logisticians,330,62150,2013-05-01
General Medical and Surgical Hospitals,Management Analysts,5810,76320,2013-05-01
General Medical and Surgical Hospitals,"Meeting, Convention, and Event Planners",410,52090,2013-05-01
General Medical and Surgical Hospitals,Fundraisers,1080,61630,2013-05-01
General Medical and Surgical Hospitals,"Compensation, Benefits, and Job Analysis Specialists",2720,61020,2013-05-01
General Medical and Surgical Hospitals,Training and Development Specialists,7430,65570,2013-05-01
General Medical and Surgical Hospitals,Market Research Analysts and Marketing Specialists,2310,60580,2013-05-01
General Medical and Surgical Hospitals,Miscellaneous Business Operations Specialists,19490,66840,2013-05-01
General Medical and Surgical Hospitals,"Business Operations Specialists, All Other",19490,66840,2013-05-01
General Medical and Surgical Hospitals,Financial Specialists,22980,62520,2013-05-01
General Medical and Surgical Hospitals,Accountants and Auditors,12920,63770,2013-05-01
General Medical and Surgical Hospitals,Budget Analysts,1020,68530,2013-05-01
General Medical and Surgical Hospitals,Credit Analysts,160,55500,2013-05-01
General Medical and Surgical Hospitals,Financial Analysts and Advisors,NA,67510,2013-05-01
General Medical and Surgical Hospitals,Financial Analysts,4050,68480,2013-05-01
General Medical and Surgical Hospitals,Personal Financial Advisors,310,57820,2013-05-01
General Medical and Surgical Hospitals,Insurance Underwriters,NA,49670,2013-05-01
General Medical and Surgical Hospitals,Financial Examiners,80,66770,2013-05-01
General Medical and Surgical Hospitals,Credit Counselors and Loan Officers,1370,39870,2013-05-01
General Medical and Surgical Hospitals,Credit Counselors,1350,39800,2013-05-01
General Medical and Surgical Hospitals,Miscellaneous Financial Specialists,3020,58390,2013-05-01
General Medical and Surgical Hospitals,"Financial Specialists, All Other",3020,58390,2013-05-01
General Medical and Surgical Hospitals,Computer and Mathematical Occupations,53560,69630,2013-05-01
General Medical and Surgical Hospitals,Computer Occupations,51050,69860,2013-05-01
General Medical and Surgical Hospitals,Computer and Information Research Scientists,60,72530,2013-05-01
General Medical and Surgical Hospitals,Computer and Information Analysts,13770,75220,2013-05-01
General Medical and Surgical Hospitals,Computer Systems Analysts,11880,75270,2013-05-01
General Medical and Surgical Hospitals,Information Security Analysts,1890,74930,2013-05-01
General Medical and Surgical Hospitals,Software Developers and Programmers,9390,80070,2013-05-01
General Medical and Surgical Hospitals,Computer Programmers,2040,77330,2013-05-01
General Medical and Surgical Hospitals,"Software Developers, Applications",5460,80950,2013-05-01
General Medical and Surgical Hospitals,"Software Developers, Systems Software",930,86920,2013-05-01
General Medical and Surgical Hospitals,Web Developers,970,74270,2013-05-01
General Medical and Surgical Hospitals,Database and Systems Administrators and Network Architects,12030,75870,2013-05-01
General Medical and Surgical Hospitals,Database Administrators,2490,74740,2013-05-01
General Medical and Surgical Hospitals,Network and Computer Systems Administrators,7430,73330,2013-05-01
General Medical and Surgical Hospitals,Computer Network Architects,2110,86130,2013-05-01
General Medical and Surgical Hospitals,Computer Support Specialists,13610,51590,2013-05-01
General Medical and Surgical Hospitals,Computer User Support Specialists,9940,49130,2013-05-01
General Medical and Surgical Hospitals,Computer Network Support Specialists,3670,58240,2013-05-01
General Medical and Surgical Hospitals,Miscellaneous Computer Occupations,2180,72730,2013-05-01
General Medical and Surgical Hospitals,"Computer Occupations, All Other",2180,72730,2013-05-01
General Medical and Surgical Hospitals,Mathematical Science Occupations,2500,65090,2013-05-01
General Medical and Surgical Hospitals,Operations Research Analysts,1540,60130,2013-05-01
General Medical and Surgical Hospitals,Statisticians,940,72860,2013-05-01
General Medical and Surgical Hospitals,Architecture and Engineering Occupations,3160,68430,2013-05-01
General Medical and Surgical Hospitals,"Architects, Surveyors, and Cartographers",80,85860,2013-05-01
General Medical and Surgical Hospitals,"Architects, Except Naval",80,85860,2013-05-01
General Medical and Surgical Hospitals,"Architects, Except Landscape and Naval",80,85850,2013-05-01
General Medical and Surgical Hospitals,Engineers,2150,75950,2013-05-01
General Medical and Surgical Hospitals,Biomedical Engineers,1290,73410,2013-05-01
General Medical and Surgical Hospitals,Civil Engineers,110,78980,2013-05-01
General Medical and Surgical Hospitals,Computer Hardware Engineers,90,87050,2013-05-01
General Medical and Surgical Hospitals,Electrical and Electronics Engineers,120,86300,2013-05-01
General Medical and Surgical Hospitals,Electrical Engineers,60,91380,2013-05-01
General Medical and Surgical Hospitals,"Electronics Engineers, Except Computer",60,81530,2013-05-01
General Medical and Surgical Hospitals,"Industrial Engineers, Including Health and Safety",210,76560,2013-05-01
General Medical and Surgical Hospitals,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",150,75220,2013-05-01
General Medical and Surgical Hospitals,Industrial Engineers,60,80070,2013-05-01
General Medical and Surgical Hospitals,Mechanical Engineers,50,72460,2013-05-01
General Medical and Surgical Hospitals,Miscellaneous Engineers,260,79440,2013-05-01
General Medical and Surgical Hospitals,"Engineers, All Other",260,79440,2013-05-01
General Medical and Surgical Hospitals,"Drafters, Engineering Technicians, and Mapping Technicians",930,49580,2013-05-01
General Medical and Surgical Hospitals,Drafters,80,51620,2013-05-01
General Medical and Surgical Hospitals,Architectural and Civil Drafters,50,54210,2013-05-01
General Medical and Surgical Hospitals,"Engineering Technicians, Except Drafters",850,49390,2013-05-01
General Medical and Surgical Hospitals,Electrical and Electronics Engineering Technicians,120,57510,2013-05-01
General Medical and Surgical Hospitals,"Engineering Technicians, Except Drafters, All Other",510,56910,2013-05-01
General Medical and Surgical Hospitals,"Life, Physical, and Social Science Occupations",26940,70660,2013-05-01
General Medical and Surgical Hospitals,Life Scientists,12810,79640,2013-05-01
General Medical and Surgical Hospitals,Biological Scientists,880,87080,2013-05-01
General Medical and Surgical Hospitals,Biochemists and Biophysicists,320,109180,2013-05-01
General Medical and Surgical Hospitals,Microbiologists,360,70590,2013-05-01
General Medical and Surgical Hospitals,"Biological Scientists, All Other",200,81680,2013-05-01
General Medical and Surgical Hospitals,Medical Scientists,11620,79190,2013-05-01
General Medical and Surgical Hospitals,Epidemiologists,800,81480,2013-05-01
General Medical and Surgical Hospitals,"Medical Scientists, Except Epidemiologists",10820,79020,2013-05-01
General Medical and Surgical Hospitals,Miscellaneous Life Scientists,NA,75740,2013-05-01
General Medical and Surgical Hospitals,"Life Scientists, All Other",NA,75740,2013-05-01
General Medical and Surgical Hospitals,Physical Scientists,2260,96340,2013-05-01
General Medical and Surgical Hospitals,Astronomers and Physicists,900,166000,2013-05-01
General Medical and Surgical Hospitals,Physicists,900,166000,2013-05-01
General Medical and Surgical Hospitals,Chemists and Materials Scientists,110,76840,2013-05-01
General Medical and Surgical Hospitals,Chemists,110,76840,2013-05-01
General Medical and Surgical Hospitals,Environmental Scientists and Geoscientists,1250,47850,2013-05-01
General Medical and Surgical Hospitals,"Environmental Scientists and Specialists, Including Health",1250,47850,2013-05-01
General Medical and Surgical Hospitals,Social Scientists and Related Workers,4090,80280,2013-05-01
General Medical and Surgical Hospitals,Survey Researchers,40,76970,2013-05-01
General Medical and Surgical Hospitals,Psychologists,3890,81090,2013-05-01
General Medical and Surgical Hospitals,"Clinical, Counseling, and School Psychologists",3500,79880,2013-05-01
General Medical and Surgical Hospitals,"Psychologists, All Other",390,91870,2013-05-01
General Medical and Surgical Hospitals,Miscellaneous Social Scientists and Related Workers,160,61220,2013-05-01
General Medical and Surgical Hospitals,"Social Scientists and Related Workers, All Other",160,60920,2013-05-01
General Medical and Surgical Hospitals,"Life, Physical, and Social Science Technicians",7770,43300,2013-05-01
General Medical and Surgical Hospitals,Biological Technicians,3790,41670,2013-05-01
General Medical and Surgical Hospitals,Chemical Technicians,60,40130,2013-05-01
General Medical and Surgical Hospitals,Social Science Research Assistants,450,49940,2013-05-01
General Medical and Surgical Hospitals,"Miscellaneous Life, Physical, and Social Science Technicians",3460,44150,2013-05-01
General Medical and Surgical Hospitals,"Environmental Science and Protection Technicians, Including Health",1570,37520,2013-05-01
General Medical and Surgical Hospitals,"Life, Physical, and Social Science Technicians, All Other",1870,49410,2013-05-01
General Medical and Surgical Hospitals,Community and Social Service Occupations,83590,54130,2013-05-01
General Medical and Surgical Hospitals,"Counselors, Social Workers, and Other Community and Social Service Specialists",77020,54540,2013-05-01
General Medical and Surgical Hospitals,Counselors,13660,49290,2013-05-01
General Medical and Surgical Hospitals,Substance Abuse and Behavioral Disorder Counselors,4490,48980,2013-05-01
General Medical and Surgical Hospitals,"Educational, Guidance, School, and Vocational Counselors",120,56370,2013-05-01
General Medical and Surgical Hospitals,Marriage and Family Therapists,660,55850,2013-05-01
General Medical and Surgical Hospitals,Mental Health Counselors,6030,48440,2013-05-01
General Medical and Surgical Hospitals,Rehabilitation Counselors,1320,48400,2013-05-01
General Medical and Surgical Hospitals,"Counselors, All Other",1050,51680,2013-05-01
General Medical and Surgical Hospitals,Social Workers,43300,57610,2013-05-01
General Medical and Surgical Hospitals,"Child, Family, and School Social Workers",2030,48250,2013-05-01
General Medical and Surgical Hospitals,Healthcare Social Workers,34250,58500,2013-05-01
General Medical and Surgical Hospitals,Mental Health and Substance Abuse Social Workers,4530,50890,2013-05-01
General Medical and Surgical Hospitals,"Social Workers, All Other",2490,65310,2013-05-01
General Medical and Surgical Hospitals,Miscellaneous Community and Social Service Specialists,20060,51500,2013-05-01
General Medical and Surgical Hospitals,Health Educators,10000,60930,2013-05-01
General Medical and Surgical Hospitals,Social and Human Service Assistants,5630,35210,2013-05-01
General Medical and Surgical Hospitals,Community Health Workers,2190,45040,2013-05-01
General Medical and Surgical Hospitals,"Community and Social Service Specialists, All Other",2230,56600,2013-05-01
General Medical and Surgical Hospitals,Religious Workers,6570,49250,2013-05-01
General Medical and Surgical Hospitals,Clergy,6220,48860,2013-05-01
General Medical and Surgical Hospitals,"Directors, Religious Activities and Education",160,69230,2013-05-01
General Medical and Surgical Hospitals,Miscellaneous Religious Workers,200,45000,2013-05-01
General Medical and Surgical Hospitals,"Religious Workers, All Other",200,45000,2013-05-01
General Medical and Surgical Hospitals,Legal Occupations,1080,117420,2013-05-01
General Medical and Surgical Hospitals,"Lawyers, Judges, and Related Workers",660,157360,2013-05-01
General Medical and Surgical Hospitals,Lawyers and Judicial Law Clerks,620,160800,2013-05-01
General Medical and Surgical Hospitals,Lawyers,620,160800,2013-05-01
General Medical and Surgical Hospitals,"Judges, Magistrates, and Other Judicial Workers",40,100620,2013-05-01
General Medical and Surgical Hospitals,"Arbitrators, Mediators, and Conciliators",40,100620,2013-05-01
General Medical and Surgical Hospitals,Legal Support Workers,410,53400,2013-05-01
General Medical and Surgical Hospitals,Paralegals and Legal Assistants,310,56990,2013-05-01
General Medical and Surgical Hospitals,Miscellaneous Legal Support Workers,110,43030,2013-05-01
General Medical and Surgical Hospitals,"Title Examiners, Abstractors, and Searchers",70,38970,2013-05-01
General Medical and Surgical Hospitals,"Legal Support Workers, All Other",40,51000,2013-05-01
General Medical and Surgical Hospitals,"Education, Training, and Library Occupations",13650,82740,2013-05-01
General Medical and Surgical Hospitals,Postsecondary Teachers,8090,108250,2013-05-01
General Medical and Surgical Hospitals,"Health Teachers, Postsecondary",7520,112380,2013-05-01
General Medical and Surgical Hospitals,"Health Specialties Teachers, Postsecondary",4840,129020,2013-05-01
General Medical and Surgical Hospitals,"Nursing Instructors and Teachers, Postsecondary",2690,82430,2013-05-01
General Medical and Surgical Hospitals,Miscellaneous Postsecondary Teachers,540,51230,2013-05-01
General Medical and Surgical Hospitals,"Vocational Education Teachers, Postsecondary",40,63980,2013-05-01
General Medical and Surgical Hospitals,"Postsecondary Teachers, All Other",NA,61680,2013-05-01
General Medical and Surgical Hospitals,"Preschool, Primary, Secondary, and Special Education School Teachers",1370,37150,2013-05-01
General Medical and Surgical Hospitals,Preschool and Kindergarten Teachers,NA,34160,2013-05-01
General Medical and Surgical Hospitals,"Preschool Teachers, Except Special Education",1080,34270,2013-05-01
General Medical and Surgical Hospitals,Elementary and Middle School Teachers,NA,50990,2013-05-01
General Medical and Surgical Hospitals,"Elementary School Teachers, Except Special Education",30,49850,2013-05-01
General Medical and Surgical Hospitals,Secondary School Teachers,60,45260,2013-05-01
General Medical and Surgical Hospitals,Special Education Teachers,150,52240,2013-05-01
General Medical and Surgical Hospitals,"Special Education Teachers, Kindergarten and Elementary School",70,51150,2013-05-01
General Medical and Surgical Hospitals,"Special Education Teachers, All Other",60,53190,2013-05-01
General Medical and Surgical Hospitals,Other Teachers and Instructors,1380,52100,2013-05-01
General Medical and Surgical Hospitals,Self-Enrichment Education Teachers,170,44750,2013-05-01
General Medical and Surgical Hospitals,Miscellaneous Teachers and Instructors,1190,53060,2013-05-01
General Medical and Surgical Hospitals,"Teachers and Instructors, All Other, Except Substitute Teachers",1180,53230,2013-05-01
General Medical and Surgical Hospitals,"Librarians, Curators, and Archivists",1490,53000,2013-05-01
General Medical and Surgical Hospitals,Librarians,1160,56840,2013-05-01
General Medical and Surgical Hospitals,Library Technicians,310,38660,2013-05-01
General Medical and Surgical Hospitals,"Other Education, Training, and Library Occupations",1320,39330,2013-05-01
General Medical and Surgical Hospitals,Audio-Visual and Multimedia Collections Specialists,60,42330,2013-05-01
General Medical and Surgical Hospitals,Instructional Coordinators,320,68610,2013-05-01
General Medical and Surgical Hospitals,Teacher Assistants,830,25700,2013-05-01
General Medical and Surgical Hospitals,"Miscellaneous Education, Training, and Library Workers",110,56730,2013-05-01
General Medical and Surgical Hospitals,"Education, Training, and Library Workers, All Other",110,56730,2013-05-01
General Medical and Surgical Hospitals,"Arts, Design, Entertainment, Sports, and Media Occupations",9840,53020,2013-05-01
General Medical and Surgical Hospitals,Art and Design Workers,790,51630,2013-05-01
General Medical and Surgical Hospitals,Artists and Related Workers,70,68450,2013-05-01
General Medical and Surgical Hospitals,Multimedia Artists and Animators,30,70040,2013-05-01
General Medical and Surgical Hospitals,Designers,720,49960,2013-05-01
General Medical and Surgical Hospitals,Floral Designers,40,35010,2013-05-01
General Medical and Surgical Hospitals,Graphic Designers,620,49980,2013-05-01
General Medical and Surgical Hospitals,Interior Designers,60,59330,2013-05-01
General Medical and Surgical Hospitals,"Entertainers and Performers, Sports and Related Workers",70,52790,2013-05-01
General Medical and Surgical Hospitals,"Actors, Producers, and Directors",50,49510,2013-05-01
General Medical and Surgical Hospitals,Producers and Directors,50,49510,2013-05-01
General Medical and Surgical Hospitals,Media and Communication Workers,8210,53650,2013-05-01
General Medical and Surgical Hospitals,Public Relations Specialists,3890,57060,2013-05-01
General Medical and Surgical Hospitals,Writers and Editors,720,67310,2013-05-01
General Medical and Surgical Hospitals,Editors,200,63210,2013-05-01
General Medical and Surgical Hospitals,Technical Writers,350,73050,2013-05-01
General Medical and Surgical Hospitals,Writers and Authors,170,60140,2013-05-01
General Medical and Surgical Hospitals,Miscellaneous Media and Communication Workers,3600,47250,2013-05-01
General Medical and Surgical Hospitals,Interpreters and Translators,3490,46900,2013-05-01
General Medical and Surgical Hospitals,"Media and Communication Workers, All Other",120,57860,2013-05-01
General Medical and Surgical Hospitals,Media and Communication Equipment Workers,760,47660,2013-05-01
